ORF_ID	ARO	Database	Cut_Off	Drugs	Drug Classes	Original Drug Classes
446614391|WP_000691737.1|1|1|tet(M)|tet(M)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(M)	3000186	ncbi	Strict	['tetracycline', 'doxycycline', 'minocycline', 'chlortetracycline', 'demeclocycline', 'oxytetracycline']	['tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic']	TETRACYCLINE
446614395|WP_000691741.1|1|1|tet(M)|tet(M)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(M)	3000186	ncbi	Strict	['tetracycline', 'doxycycline', 'minocycline', 'chlortetracycline', 'demeclocycline', 'oxytetracycline']	['tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic']	TETRACYCLINE
446614397|WP_000691743.1|1|1|tet(M)|tet(M)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(M)	3000186	ncbi	Strict	['tetracycline', 'doxycycline', 'minocycline', 'chlortetracycline', 'demeclocycline', 'oxytetracycline']	['tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic']	TETRACYCLINE
446614400|WP_000691746.1|1|1|tet(M)|tet(M)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(M)	3000186	ncbi	Strict	['tetracycline', 'doxycycline', 'minocycline', 'chlortetracycline', 'demeclocycline', 'oxytetracycline']	['tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic']	TETRACYCLINE
446614403|WP_000691749.1|1|1|tet(M)|tet(M)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(M)	3000186	ncbi	Strict	['tetracycline', 'doxycycline', 'minocycline', 'chlortetracycline', 'demeclocycline', 'oxytetracycline']	['tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic']	TETRACYCLINE
446614413|WP_000691759.1|1|1|tet(O)|tet(O)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(O)	3000190	ncbi	Strict	['tetracycline', 'doxycycline', 'minocycline', 'chlortetracycline', 'demeclocycline', 'oxytetracycline']	['tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic']	TETRACYCLINE
446623302|WP_000700648.1|1|1|lnu(A)|lnu(A)|nucleotidyltransferase|2|LINCOSAMIDE|LINCOSAMIDE|lincosamide_nucleotidyltransferase_Lnu(A)	3002835	ncbi	Strict	['lincomycin', 'pirlimycin']	['lincosamide antibiotic', 'lincosamide antibiotic']	LINCOSAMIDE
446625900|WP_000703246.1|1|1|dfrA31|dfrA31|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA31	3005084	ncbi	Perfect	['trimethoprim']	['diaminopyrimidine antibiotic']	TRIMETHOPRIM
446626072|WP_000703418.1|1|1|dfrA7|dfrA7|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA7	3002862	ncbi	Perfect	['trimethoprim']	['diaminopyrimidine antibiotic']	TRIMETHOPRIM
446626810|WP_000704156.1|1|1|sat2_fam|sat2_fam|acetyltransferase|2|STREPTOTHRICIN|STREPTOTHRICIN|streptothricin_N-acetyltransferase_Sat2	3002895	ncbi	Perfect	['streptothricin']	['nucleoside antibiotic']	STREPTOTHRICIN
446629385|WP_000706731.1|1|1|blaVEB-1|blaVEB|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_VEB-1	3002370	ncbi	Perfect	['monobactam', 'cephalosporin']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446636184|WP_000713530.1|1|1|blaOXA-72|blaOXA-24_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-24_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-72	3001705	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446643960|WP_000721306.1|1|1|mecA|mecA|insensitivity|2|METHICILLIN|BETA-LACTAM|PBP2a_family_beta-lactam-resistant_peptidoglycan_transpeptidase_MecA	3000617	ncbi	Strict	['methicillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446643963|WP_000721309.1|1|1|mecA|mecA|insensitivity|2|METHICILLIN|BETA-LACTAM|PBP2a_family_beta-lactam-resistant_peptidoglycan_transpeptidase_MecA	3000617	ncbi	Strict	['methicillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446643964|WP_000721310.1|1|1|mecA|mecA|insensitivity|2|METHICILLIN|BETA-LACTAM|PBP2a_family_beta-lactam-resistant_peptidoglycan_transpeptidase_MecA	3000617	ncbi	Strict	['methicillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446644969|WP_000722315.1|1|1|blaOXA-9|blaOXA-9_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-9	3001404	ncbi	Perfect	['oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446648183|WP_000725529.1|1|1|mecC|mecC|insensitivity|2|METHICILLIN|BETA-LACTAM|PBP2a_family_beta-lactam-resistant_peptidoglycan_transpeptidase_MecC	3001209	ncbi	Perfect	['methicillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446655928|WP_000733274.1|1|1|blaZ|blaZ|hydrolase|2|BETA-LACTAM|BETA-LACTAM|penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	3008823	ncbi	Strict	['penicillin beta-lactam']	['beta-lactam antibiotic']	BETA-LACTAM
446655929|WP_000733275.1|1|1|blaZ|blaZ|hydrolase|2|BETA-LACTAM|BETA-LACTAM|penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	3008823	ncbi	Strict	['penicillin beta-lactam']	['beta-lactam antibiotic']	BETA-LACTAM
446655935|WP_000733281.1|1|1|blaZ|blaZ|hydrolase|2|BETA-LACTAM|BETA-LACTAM|penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	3000621	ncbi	Perfect	['penicillin beta-lactam']	['beta-lactam antibiotic']	BETA-LACTAM
446655937|WP_000733283.1|1|1|blaPC1|blaZ|hydrolase|2|BETA-LACTAM|BETA-LACTAM|BlaZ_family_penicillin-hydrolyzing_class_A_beta-lactamase_PC1	3008823	ncbi	Perfect	['penicillin beta-lactam']	['beta-lactam antibiotic']	BETA-LACTAM
446655939|WP_000733285.1|1|1|blaZ|blaZ|hydrolase|2|BETA-LACTAM|BETA-LACTAM|penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	3008823	ncbi	Strict	['penicillin beta-lactam']	['beta-lactam antibiotic']	BETA-LACTAM
446655941|WP_000733287.1|1|1|blaZ|blaZ|hydrolase|2|BETA-LACTAM|BETA-LACTAM|penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	3008823	ncbi	Strict	['penicillin beta-lactam']	['beta-lactam antibiotic']	BETA-LACTAM
446655943|WP_000733289.1|1|1|blaZ|blaZ|hydrolase|2|BETA-LACTAM|BETA-LACTAM|penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	3008823	ncbi	Strict	['penicillin beta-lactam']	['beta-lactam antibiotic']	BETA-LACTAM
446656056|WP_000733402.1|1|1|blaZ-mecC|blaZ-mecC|hydrolase|2|BETA-LACTAM|BETA-LACTAM|mecC-type_penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	3005097	ncbi	Perfect	['penicillin beta-lactam']	['beta-lactam antibiotic']	BETA-LACTAM
446665468|WP_000742814.1|1|1|aph(4)-Ia|aph(4)-Ia|phosphotransferase|2|HYGROMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(4)-Ia	3002655	ncbi	Perfect	['hygromycin B']	['aminoglycoside antibiotic']	AMINOGLYCOSIDE
446699855|WP_000777201.1|1|1|fosLL|fosLL|thiol_transferase|2|FOSFOMYCIN|FOSFOMYCIN|fosfomycin_resistance_glutathione_transferase_FosLL	3007371	ncbi	Strict	['fosfomycin']	['phosphonic acid antibiotic']	FOSFOMYCIN
446700208|WP_000777554.1|1|1|dfrA1|dfrA1|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA1	3002854	ncbi	Strict	['trimethoprim']	['diaminopyrimidine antibiotic']	TRIMETHOPRIM
446700209|WP_000777555.1|1|1|dfrA1|dfrA1|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA1	3002854	ncbi	Perfect	['trimethoprim']	['diaminopyrimidine antibiotic']	TRIMETHOPRIM
446700834|WP_000778180.1|1|1|varG|varG|hydrolase|2|CARBAPENEM|BETA-LACTAM|VarG_family_subclass_B1-like_metallo-beta-lactamase	3004289	ncbi	Strict	['carbapenem', 'meropenem']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446721910|WP_000799223.1|1|1|BcII|BcII|hydrolase|2|CARBAPENEM|BETA-LACTAM|BcII_family_subclass_B1_metallo-beta-lactamase	3004189	ncbi	Strict	['carbapenem', 'cephalosporin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446721914|WP_000799227.1|1|1|BcII|BcII|hydrolase|2|CARBAPENEM|BETA-LACTAM|BcII_family_subclass_B1_metallo-beta-lactamase	3004189	ncbi	Strict	['carbapenem', 'cephalosporin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446721919|WP_000799232.1|1|1|BcII|BcII|hydrolase|2|CARBAPENEM|BETA-LACTAM|BcII_family_subclass_B1_metallo-beta-lactamase	3002878	ncbi	Perfect	['cephalosporin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446723218|WP_000800531.1|1|1|qacL|qacL|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacL	3005098	ncbi	Strict	['disinfecting agents and antiseptics']	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM
446723376|WP_000800689.1|1|1|catB11|catB|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_B-2_chloramphenicol_O-acetyltransferase_CatB11	3004660	ncbi	Perfect	['chloramphenicol']	['phenicol antibiotic']	PHENICOL
446726750|WP_000804063.1|1|1|tet(A)|tet(A)|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_Tet(A)	3000165	ncbi	Strict	['tetracycline']	['tetracycline antibiotic']	TETRACYCLINE
446726751|WP_000804064.1|1|1|tet(A)|tet(A)|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_Tet(A)	3000165	ncbi	Strict	['tetracycline']	['tetracycline antibiotic']	TETRACYCLINE
446728929|WP_000806242.1|1|1|almF|almF||2|COLISTIN|COLISTIN|lipid_A_modification_system_glycine_carrier_protein_AlmF	3007431	ncbi	Perfect	['colistin A', 'colistin B']	['peptide antibiotic', 'peptide antibiotic']	COLISTIN
446733577|WP_000810833.1|1|1|erm(A)|erm(A)|target_modification|2|AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN|LINCOSAMIDE/MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(A)	3005099	ncbi	Perfect	['erythromycin']	['macrolide antibiotic']	LINCOSAMIDE/MACROLIDE
446764190|WP_000841446.1|1|1|tet(C)|tet(C)|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_Tet(C)	3000167	ncbi	Strict	['tetracycline']	['tetracycline antibiotic']	TETRACYCLINE
446764192|WP_000841448.1|1|1|tet(C)|tet(C)|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_Tet(C)	3000167	ncbi	Strict	['tetracycline']	['tetracycline antibiotic']	TETRACYCLINE
446769134|WP_000846390.1|1|1|blaOXA-10|blaOXA-10_fam|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-10	3001405	ncbi	Perfect	['cephalosporin', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446776753|WP_000854009.1|1|1|blaOXA-235|blaOXA-134_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-134_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-235	3001676	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446776754|WP_000854010.1|1|1|blaOXA-237|blaOXA-134_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-134_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-237	3001678	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446778281|WP_000855537.1|1|1|fusB|fusB|target_protection|2|FUSIDIC_ACID|FUSIDIC_ACID|fusidic_acid_resistance_EF-G-binding_protein_FusB	3003552	ncbi	Perfect	['fusidic acid']	['fusidane antibiotic']	FUSIDIC_ACID
446778513|WP_000855769.1|1|1|rmtC|rmtC|target_modification|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|RmtC_family_16S_rRNA_(guanine(1405)-N(7))-methyltransferase	3000861	ncbi	Perfect	['dibekacin', 'amikacin', 'gentamicin C', 'sisomicin', 'netilmicin', 'kanamycin A', 'tobramycin', 'isepamicin', 'G418', 'arbekacin', 'gentamicin B']	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	AMINOGLYCOSIDE
446791539|WP_000868795.1|1|1|dfrG|dfrG|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrG	3002868	ncbi	Perfect	['trimethoprim']	['diaminopyrimidine antibiotic']	TRIMETHOPRIM
446842983|WP_000920239.1|1|1|fosB-Saur|fosB-Saur|thiol_transferase|2|FOSFOMYCIN|FOSFOMYCIN|FosB1/FosB3_family_fosfomycin_resistance_bacillithiol_transferase	3004661	ncbi	Perfect	['fosfomycin']	['phosphonic acid antibiotic']	FOSFOMYCIN
446861731|WP_000938987.1|1|1|fosB2|fosB_gen|thiol_transferase|2|FOSFOMYCIN|FOSFOMYCIN|fosfomycin_resistance_bacillithiol_transferase_FosB2	3005100	ncbi	Perfect	['fosfomycin']	['phosphonic acid antibiotic']	FOSFOMYCIN
446862471|WP_000939727.1|1|1|lnu(F)|lnu(F)|nucleotidyltransferase|2|LINCOSAMIDE|LINCOSAMIDE|lincosamide_nucleotidyltransferase_Lnu(F)	3002879	ncbi	Perfect	['lincomycin']	['lincosamide antibiotic']	LINCOSAMIDE
446864677|WP_000941933.1|1|1|fosA7.5|fosA7_fam|thiol_transferase|2|FOSFOMYCIN|FOSFOMYCIN|fosfomycin_resistance_glutathione_transferase_FosA7.5	3005162	ncbi	Perfect	['fosfomycin']	['phosphonic acid antibiotic']	FOSFOMYCIN
446864678|WP_000941934.1|1|1|fosA7|fosA7_fam|thiol_transferase|2|FOSFOMYCIN|FOSFOMYCIN|fosfomycin_resistance_glutathione_transferase_FosA7	3004113	ncbi	Perfect	['fosfomycin']	['phosphonic acid antibiotic']	FOSFOMYCIN
446864679|WP_000941935.1|1|1|fosA7.2|fosA7_fam|thiol_transferase|2|FOSFOMYCIN|FOSFOMYCIN|fosfomycin_resistance_glutathione_transferase_FosA7.2	3004113	ncbi	Strict	['fosfomycin']	['phosphonic acid antibiotic']	FOSFOMYCIN
446866507|WP_000943763.1|1|1|fosBx1|fosBx1-fam|thiol_transferase|2|FOSFOMYCIN|FOSFOMYCIN|fosfomycin_resistance_bacillithiol_transferase_FosBx1	3007372	ncbi	Perfect	['fosfomycin']	['phosphonic acid antibiotic']	FOSFOMYCIN
446866516|WP_000943772.1|1|1|fosBx1-fam|fosBx1-fam|thiol_transferase|2|FOSFOMYCIN|FOSFOMYCIN|FosBx1_family_fosfomycin_resistance_bacillithiol_transferase	3000172	ncbi	Perfect	['fosfomycin']	['phosphonic acid antibiotic']	FOSFOMYCIN
446869231|WP_000946487.1|1|1|sul1|sul1|insensitivity|2|SULFONAMIDE|SULFONAMIDE|sulfonamide-resistant_dihydropteroate_synthase_Sul1	3000410	ncbi	Strict	['sulfadiazine', 'sulfadimidine', 'sulfadoxine', 'sulfamethoxazole', 'sulfisoxazole', 'sulfacetamide', 'mafenide', 'sulfasalazine', 'sulfamethizole']	['sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic']	SULFONAMIDE
446872318|WP_000949574.1|1|1|dfrA36|dfrA36|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA36	3005348	ncbi	Perfect	['trimethoprim']	['diaminopyrimidine antibiotic']	TRIMETHOPRIM
446875667|WP_000952923.1|1|1|mecR1|mecR1|regulation|2|METHICILLIN|BETA-LACTAM|beta-lactam_sensor/signal_transducer_MecR1	3000215	ncbi	Perfect	['methicillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446882549|WP_000959805.1|1|1|aacA57-2|aacA57-2|acetyltransferase|2|AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(6')-Ian	3003200	ncbi	Strict	"['dibekacin', 'amikacin', 'sisomicin', 'netilmicin', 'tobramycin', ""2'-N-ethylnetilmicin"", '5-episisomicin']"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	AMINOGLYCOSIDE
446883720|WP_000960976.1|1|1|aac(6')-Ian|aac(6')-Ian|acetyltransferase|2|AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(6')-Ian	3003200	ncbi	Perfect	"['dibekacin', 'amikacin', 'sisomicin', 'netilmicin', 'tobramycin', ""2'-N-ethylnetilmicin"", '5-episisomicin']"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	AMINOGLYCOSIDE
446899257|WP_000976513.1|1|1|blaCMY-30|blaCMY|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_CMY-30	3002041	ncbi	Perfect	['second-generation cephalosporin']	['beta-lactam antibiotic']	BETA-LACTAM
446899258|WP_000976514.1|1|1|blaCMY-2|blaCMY|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_CMY-2	3002013	ncbi	Perfect	['cefoxitin', 'cefazolin', 'ceftazidime', 'ceftriaxone', 'ertapenem', 'ampicillin', 'cefixime', 'cefalotin', 'second-generation cephalosporin']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446899259|WP_000976515.1|1|1|blaCMY-23|blaCMY|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_CMY-23	3002034	ncbi	Perfect	['second-generation cephalosporin']	['beta-lactam antibiotic']	BETA-LACTAM
446926004|WP_001003260.1|1|1|erm(C)|erm(C)|target_modification|2|CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN_B/TYLOSIN|LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(C)	3000250	ncbi	Strict	['erythromycin', 'roxithromycin', 'lincomycin', 'telithromycin', 'clarithromycin', 'clindamycin', 'tylosin', 'spiramycin', 'azithromycin', 'dirithromycin', 'pristinamycin IA', 'quinupristin', 'virginiamycin M1', 'madumycin II', 'griseoviridin', 'dalfopristin', 'pristinamycin IB', 'virginiamycin S2', 'pristinamycin IC', 'vernamycin C', 'patricin A', 'patricin B', 'ostreogrycin B3', 'oleandomycin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN
446926007|WP_001003263.1|1|1|erm(C)|erm(C)|target_modification|2|CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN_B/TYLOSIN|LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(C)	3000250	ncbi	Strict	['erythromycin', 'roxithromycin', 'lincomycin', 'telithromycin', 'clarithromycin', 'clindamycin', 'tylosin', 'spiramycin', 'azithromycin', 'dirithromycin', 'pristinamycin IA', 'quinupristin', 'virginiamycin M1', 'madumycin II', 'griseoviridin', 'dalfopristin', 'pristinamycin IB', 'virginiamycin S2', 'pristinamycin IC', 'vernamycin C', 'patricin A', 'patricin B', 'ostreogrycin B3', 'oleandomycin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN
446926008|WP_001003264.1|1|1|erm(C)|erm(C)|target_modification|2|CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN_B/TYLOSIN|LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(C)	3000250	ncbi	Strict	['erythromycin', 'roxithromycin', 'lincomycin', 'telithromycin', 'clarithromycin', 'clindamycin', 'tylosin', 'spiramycin', 'azithromycin', 'dirithromycin', 'pristinamycin IA', 'quinupristin', 'virginiamycin M1', 'madumycin II', 'griseoviridin', 'dalfopristin', 'pristinamycin IB', 'virginiamycin S2', 'pristinamycin IC', 'vernamycin C', 'patricin A', 'patricin B', 'ostreogrycin B3', 'oleandomycin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN
446930417|WP_001007673.1|1|1|blaOXA-2|blaOXA-2_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-2	3001397	ncbi	Perfect	['cephalosporin', 'oxacillin', 'ceftazidime', 'amoxicillin', 'meropenem', 'penicillin beta-lactam', 'ampicillin']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446931756|WP_001009012.1|1|1|catB9|catB9|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_B-5_chloramphenicol_O-acetyltransferase_CatB9	3002681	ncbi	Perfect	['azidamfenicol', 'chloramphenicol', 'thiamphenicol']	['phenicol antibiotic', 'phenicol antibiotic', 'phenicol antibiotic']	PHENICOL
446933131|WP_001010387.1|1|1|catA9|catA9|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_A-9_chloramphenicol_O-acetyltransferase	3004455	ncbi	Strict	['chloramphenicol']	['phenicol antibiotic']	PHENICOL
446933249|WP_001010505.1|1|1|cfr|cfr|target_modification|2|CHLORAMPHENICOL/CLINDAMYCIN/FLORFENICOL/LINEZOLID/STREPTOGRAMIN_B/TIAMULIN/VIRGINIAMYCIN|PHENICOL/LINCOSAMIDE/OXAZOLIDINONE/PLEUROMUTILIN/STREPTOGRAMIN|23S_rRNA_(adenine(2503)-C(8))-methyltransferase_Cfr	3003441	ncbi	Perfect	['lincomycin', 'clindamycin', 'azidamfenicol', 'chloramphenicol', 'thiamphenicol', 'virginiamycin M1', 'tiamulin', 'madumycin II', 'griseoviridin', 'dalfopristin']	['lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'phenicol antibiotic', 'phenicol antibiotic', 'phenicol antibiotic', 'pleuromutilin antibiotic']	PHENICOL/LINCOSAMIDE/OXAZOLIDINONE/PLEUROMUTILIN/STREPTOGRAMIN
